Yýl;Ýl Kodu;Ýl Adý;Ýlce Kodu;Ýlce Adý;Ürün Adý;Ekilen Alan(dekar);Hasat Edilen Alan(dekar);Üretim Miktari(ton);Verim (Kg/Dekar);Rakým (m);Ortalama Sýcaklýk (°C);Nem Oraný (%);Yaðýþ Oraný (mm);Güneþ Iþýðý (saat/gün);;;;;
2012;4;AÐRI;6;TAÞLIÇAY;Buðday (Durum) Sulu;;;;   186;1530;4.8;61;570;5.4;;;;;
2012;4;AÐRI;6;TAÞLIÇAY;Buðday (Diðer) Kuru;  74 000;  74 000;  10 360;   140;1530;4.8;61;570;5.4;;;;;
2012;4;AÐRI;6;TAÞLIÇAY;Buðday (Diðer) Sulu;  27 477;  27 477;  5 111;   186;1530;4.8;61;570;5.4;;;;;
2012;4;AÐRI;7;TUTAK;Buðday (Durum) Kuru;;;;   154;1660;5.2;60;550;5.5;;;;;
2012;4;AÐRI;7;TUTAK;Buðday (Durum) Sulu;;;;   180;1660;5.2;60;550;5.5;;;;;
2012;4;AÐRI;7;TUTAK;Buðday (Diðer) Kuru;  230 609;  230 609;  35 514;   154;1660;5.2;60;550;5.5;;;;;
2012;4;AÐRI;7;TUTAK;Buðday (Diðer) Sulu;   ;   ;   ;   180;1660;5.2;60;550;5.5;;;;;
2012;5;AMASYA;0;MERKEZ;Buðday (Durum) Kuru;  39 000;  39 000;  8 970;   230;411;13.6;67;460;6.8;;;;;
2012;5;AMASYA;0;MERKEZ;Buðday (Durum) Sulu;   ;   ;   ;   400;411;13.6;67;460;6.8;;;;;
2012;5;AMASYA;0;MERKEZ;Buðday (Diðer) Kuru;  318 008;  318 008;  76 322;   240;411;13.6;67;460;6.8;;;;;
2012;5;AMASYA;0;MERKEZ;Buðday (Diðer) Sulu;  56 916;  56 916;  22 766;   400;411;13.6;67;460;6.8;;;;;
2012;5;AMASYA;1;GÖYNÜCEK;Buðday (Durum) Kuru;;;;   220;590;12.8;66;470;6.6;;;;;
2012;5;AMASYA;1;GÖYNÜCEK;Buðday (Durum) Sulu;;;;   400;590;12.8;66;470;6.6;;;;;
2012;5;AMASYA;1;GÖYNÜCEK;Buðday (Diðer) Kuru;  30 000;  30 000;  6 600;   220;590;12.8;66;470;6.6;;;;;
2012;5;AMASYA;1;GÖYNÜCEK;Buðday (Diðer) Sulu;  53 972;  53 972;  21 589;   400;590;12.8;66;470;6.6;;;;;
2012;5;AMASYA;2;GÜMÜÞHACIKÖY;Buðday (Durum) Kuru;;;;   240;810;12.4;65;480;6.5;;;;;
2012;5;AMASYA;2;GÜMÜÞHACIKÖY;Buðday (Durum) Sulu;;;;   425;810;12.4;65;480;6.5;;;;;
2012;5;AMASYA;2;GÜMÜÞHACIKÖY;Buðday (Diðer) Kuru;  30 000;  24 000;  5 760;   240;810;12.4;65;480;6.5;;;;;
2012;5;AMASYA;2;GÜMÜÞHACIKÖY;Buðday (Diðer) Sulu;  55 935;  55 935;  23 772;   425;810;12.4;65;480;6.5;;;;;
2012;5;AMASYA;3;HAMAMÖZÜ;Buðday (Durum) Kuru;;;;   200;720;11.9;64;490;6.4;;;;;
2012;5;AMASYA;3;HAMAMÖZÜ;Buðday (Durum) Sulu;;;;   350;720;11.9;64;490;6.4;;;;;
2012;5;AMASYA;3;HAMAMÖZÜ;Buðday (Diðer) Kuru;  13 500;  13 500;  2 700;   200;720;11.9;64;490;6.4;;;;;
2012;5;AMASYA;3;HAMAMÖZÜ;Buðday (Diðer) Sulu;  1 963;  1 963;   687;   350;720;11.9;64;490;6.4;;;;;
2012;5;AMASYA;4;MERZÝFON;Buðday (Durum) Kuru;;;;   240;700;13.0;67;460;6.8;;;;;
2012;5;AMASYA;4;MERZÝFON;Buðday (Durum) Sulu;;;;   400;700;13.0;67;460;6.8;;;;;
2012;5;AMASYA;4;MERZÝFON;Buðday (Diðer) Kuru;  214 000;  214 000;  51 360;   240;700;13.0;67;460;6.8;;;;;
2012;5;AMASYA;4;MERZÝFON;Buðday (Diðer) Sulu;  54 954;  54 954;  21 982;   400;700;13.0;67;460;6.8;;;;;
2012;5;AMASYA;5;SULUOVA;Buðday (Durum) Kuru;;;;   240;510;12.6;66;470;6.6;;;;;
2012;5;AMASYA;5;SULUOVA;Buðday (Durum) Sulu;;;;   400;510;12.6;66;470;6.6;;;;;
2012;5;AMASYA;5;SULUOVA;Buðday (Diðer) Kuru;  14 610;  14 610;  3 506;   240;510;12.6;66;470;6.6;;;;;
2012;5;AMASYA;5;SULUOVA;Buðday (Diðer) Sulu;  117 758;  117 758;  47 103;   400;510;12.6;66;470;6.6;;;;;
2012;5;AMASYA;6;TAÞOVA;Buðday (Durum) Kuru;  40 000;  40 000;  7 800;   195;300;12.0;65;480;6.5;;;;;
2012;5;AMASYA;6;TAÞOVA;Buðday (Durum) Sulu;   ;   ;   ;   400;300;12.0;65;480;6.5;;;;;
2012;5;AMASYA;6;TAÞOVA;Buðday (Diðer) Kuru;  88 000;  88 000;  17 600;   200;300;12.0;65;480;6.5;;;;;
2012;5;AMASYA;6;TAÞOVA;Buðday (Diðer) Sulu;  42 000;  42 000;  16 800;   400;300;12.0;65;480;6.5;;;;;
2012;6;ANKARA;1;ALTINDAÐ;Buðday (Durum) Kuru;  8 000;  8 000;  1 680;   210;850;11.7;62;395;6.8;;;;;
2012;6;ANKARA;1;ALTINDAÐ;Buðday (Durum) Sulu;   542;   542;   190;   350;850;11.7;62;395;6.8;;;;;
2012;6;ANKARA;1;ALTINDAÐ;Buðday (Diðer) Kuru;  12 300;  12 300;  2 706;   220;850;11.7;62;395;6.8;;;;;
2012;6;ANKARA;1;ALTINDAÐ;Buðday (Diðer) Sulu;;;;   350;850;11.7;62;395;6.8;;;;;
2012;6;ANKARA;2;ÇANKAYA;Buðday (Durum) Kuru;  11 000;  11 000;  1 980;   180;870;12.4;61;390;6.9;;;;;
2012;6;ANKARA;2;ÇANKAYA;Buðday (Durum) Sulu;;;;   320;870;12.4;61;390;6.9;;;;;
2012;6;ANKARA;2;ÇANKAYA;Buðday (Diðer) Kuru;  26 000;  26 000;  5 200;   200;870;12.4;61;390;6.9;;;;;
2012;6;ANKARA;2;ÇANKAYA;Buðday (Diðer) Sulu;;;;   320;870;12.4;61;390;6.9;;;;;
2012;6;ANKARA;3;ETÝMESGUT;Buðday (Durum) Kuru;;;;   210;807;12.3;61;385;6.8;;;;;
2012;6;ANKARA;3;ETÝMESGUT;Buðday (Durum) Sulu;;;;   310;807;12.3;61;385;6.8;;;;;
2012;6;ANKARA;3;ETÝMESGUT;Buðday (Diðer) Kuru;  6 320;  6 320;  1 327;   210;807;12.3;61;385;6.8;;;;;
2012;6;ANKARA;3;ETÝMESGUT;Buðday (Diðer) Sulu;;;;   310;807;12.3;61;385;6.8;;;;;
2012;6;ANKARA;4;GÖLBAÞI;Buðday (Durum) Kuru;  28 000;  28 000;  4 900;   175;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;4;GÖLBAÞI;Buðday (Durum) Sulu;  4 677;  4 677;   935;   200;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;4;GÖLBAÞI;Buðday (Diðer) Kuru;  216 000;  216 000;  37 800;   175;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;4;GÖLBAÞI;Buðday (Diðer) Sulu;  18 959;  18 959;  5 593;   295;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;5;KEÇÝÖREN;Buðday (Durum) Kuru;   203;   203;   42;   205;1045;11.4;61;400;6.7;;;;;
2012;6;ANKARA;5;KEÇÝÖREN;Buðday (Durum) Sulu;;;;   300;1045;11.4;61;400;6.7;;;;;
2012;6;ANKARA;5;KEÇÝÖREN;Buðday (Diðer) Kuru;  6 771;  6 771;  1 523;   225;1045;11.4;61;400;6.7;;;;;
2012;6;ANKARA;5;KEÇÝÖREN;Buðday (Diðer) Sulu;;;;   300;1045;11.4;61;400;6.7;;;;;
2012;6;ANKARA;6;MAMAK;Buðday (Durum) Kuru;   361;   361;   74;   205;899;11.5;62;395;6.7;;;;;
2012;6;ANKARA;6;MAMAK;Buðday (Durum) Sulu;;;;   385;899;11.5;62;395;6.7;;;;;
2012;6;ANKARA;6;MAMAK;Buðday (Diðer) Kuru;  25 820;  25 820;  5 810;   225;899;11.5;62;395;6.7;;;;;
2012;6;ANKARA;6;MAMAK;Buðday (Diðer) Sulu;   361;   361;   139;   385;899;11.5;62;395;6.7;;;;;
2012;6;ANKARA;7;SÝNCAN;Buðday (Durum) Kuru;  1 806;  1 806;   448;   248;850;11.3;62;395;6.8;;;;;
2012;6;ANKARA;7;SÝNCAN;Buðday (Durum) Sulu;;;;   385;850;11.3;62;395;6.8;;;;;
2012;6;ANKARA;7;SÝNCAN;Buðday (Diðer) Kuru;  135 422;  135 422;  34 533;   255;850;11.3;62;395;6.8;;;;;
2012;6;ANKARA;7;SÝNCAN;Buðday (Diðer) Sulu;  50 557;  50 557;  19 464;   385;850;11.3;62;395;6.8;;;;;
2012;6;ANKARA;8;YENÝMAHALLE;Buðday (Durum) Kuru;   226;   226;   46;   205;830;11.8;62;395;6.8;;;;;
2012;6;ANKARA;8;YENÝMAHALLE;Buðday (Durum) Sulu;;;;   346;830;11.8;62;395;6.8;;;;;
2012;6;ANKARA;8;YENÝMAHALLE;Buðday (Diðer) Kuru;  45 547;  45 547;  10 248;   225;830;11.8;62;395;6.8;;;;;
2012;6;ANKARA;8;YENÝMAHALLE;Buðday (Diðer) Sulu;  2 302;  2 302;   796;   346;830;11.8;62;395;6.8;;;;;
2012;6;ANKARA;9;AKYURT;Buðday (Durum) Kuru;  25 000;  25 000;  6 000;   240;1055;11.1;63;410;6.6;;;;;
2012;6;ANKARA;9;AKYURT;Buðday (Durum) sulu;;;;   420;1055;11.1;63;410;6.6;;;;;
2012;6;ANKARA;9;AKYURT;Buðday (Diðer) Kuru;  69 000;  69 000;  17 250;   250;1055;11.1;63;410;6.6;;;;;
2012;6;ANKARA;9;AKYURT;Buðday (Diðer) Sulu;;;;   420;1055;11.1;63;410;6.6;;;;;
2012;6;ANKARA;10;AYAÞ;Buðday (Durum) Kuru;;;;   200;910;11.5;63;405;6.7;;;;;
2012;6;ANKARA;10;AYAÞ;Buðday (Durum) Sulu;;;;   440;910;11.5;63;405;6.7;;;;;
2012;6;ANKARA;10;AYAÞ;Buðday (Diðer) Kuru;  197 715;  197 715;  39 543;   200;910;11.5;63;405;6.7;;;;;
2012;6;ANKARA;10;AYAÞ;Buðday (Diðer) Sulu;  5 417;  5 417;  2 383;   440;910;11.5;63;405;6.7;;;;;
2012;6;ANKARA;11;BALA;Buðday (Durum) Kuru;   406;   406;   102;   250;1240;10.5;65;430;6.5;;;;;
2012;6;ANKARA;11;BALA;Buðday (Durum) Sulu;;;;   400;1240;10.5;65;430;6.5;;;;;
2012;6;ANKARA;11;BALA;Buðday (Diðer) Kuru;  401 751;  401 751;  106 464;   265;1240;10.5;65;430;6.5;;;;;
2012;6;ANKARA;11;BALA;Buðday (Diðer) Sulu;  5 417;  5 417;  2 167;   400;1240;10.5;65;430;6.5;;;;;
2012;6;ANKARA;12;BEYPAZARI;Buðday (Durum) Kuru;  6 320;  6 320;  1 738;   275;700;11.2;64;410;6.6;;;;;
2012;6;ANKARA;12;BEYPAZARI;Buðday (Durum) Sulu;;;;   465;700;11.2;64;410;6.6;;;;;
2012;6;ANKARA;12;BEYPAZARI;Buðday (Diðer) Kuru;  125 039;  125 039;  36 261;   290;700;11.2;64;410;6.6;;;;;
2012;6;ANKARA;12;BEYPAZARI;Buðday (Diðer) Sulu;  11 737;  11 737;  5 458;   465;700;11.2;64;410;6.6;;;;;
2012;6;ANKARA;13;ÇAMLIDERE;Buðday (Durum) Kuru;  2 975;  2 975;   506;   170;1250;9.8;66;450;6.4;;;;;
2012;6;ANKARA;13;ÇAMLIDERE;Buðday (Durum) Sulu;;;;   300;1250;9.8;66;450;6.4;;;;;
2012;6;ANKARA;13;ÇAMLIDERE;Buðday (Diðer) Kuru;  4 306;  4 306;   732;   170;1250;9.8;66;450;6.4;;;;;
2012;6;ANKARA;13;ÇAMLIDERE;Buðday (Diðer) Sulu;;;;   300;1250;9.8;66;450;6.4;;;;;
2012;6;ANKARA;14;ÇUBUK;Buðday (Durum) Kuru;  4 514;  4 514;   903;   200;1100;11.0;63;415;6.7;;;;;
2012;6;ANKARA;14;ÇUBUK;Buðday (Durum) Sulu;  4 514;  4 514;  1 286;   285;1100;11.0;63;415;6.7;;;;;
2012;6;ANKARA;14;ÇUBUK;Buðday (Diðer) Kuru;  172 437;  172 437;  34 487;   200;1100;11.0;63;415;6.7;;;;;
2012;6;ANKARA;14;ÇUBUK;Buðday (Diðer) Sulu;  3 611;  3 611;  1 083;   300;1100;11.0;63;415;6.7;;;;;
2012;6;ANKARA;15;ELMADAÐ;Buðday (Durum) Kuru;  4 514;  4 514;   632;   140;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;15;ELMADAÐ;Buðday (Durum) Sulu;;;;   156;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;15;ELMADAÐ;Buðday (Diðer) Kuru;  50 738;  50 738;  7 103;   140;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;15;ELMADAÐ;Buðday (Diðer) Sulu;   300;   300;   47;   156;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;16;EVREN;Buðday (Durum) Kuru;  2 875;  2 875;   713;   248;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;16;EVREN;Buðday (Durum) Sulu;   451;   451;   170;   378;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;16;EVREN;Buðday (Diðer) Kuru;  29 793;  29 793;  7 597;   255;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;16;EVREN;Buðday (Diðer) Sulu;   903;   903;   343;   380;1135;11.2;62;420;6.6;;;;;
2012;6;ANKARA;17;GÜDÜL;Buðday (Durum) Kuru;;;;   200;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;17;GÜDÜL;Buðday (Durum) Sulu;;;;   390;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;17;GÜDÜL;Buðday (Diðer) Kuru;  90 281;  90 281;  18 056;   200;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;17;GÜDÜL;Buðday (Diðer) sulu;;;;   310;970;11.7;62;405;6.7;;;;;
2012;6;ANKARA;18;HAYMANA;Buðday (Durum) Kuru;  17 000;  17 000;  3 570;   210;1259;10.7;64;425;6.5;;;;;
2012;6;ANKARA;18;HAYMANA;Buðday (Durum) Sulu;  11 000;  11 000;  4 510;   410;1259;10.7;64;425;6.5;;;;;
2012;6;ANKARA;18;HAYMANA;Buðday (Diðer) Kuru;  577 799;  577 799;  127 116;   220;1259;10.7;64;425;6.5;;;;;
2012;6;ANKARA;18;HAYMANA;Buðday (Diðer) Sulu;  60 000;  60 000;  26 100;   435;1259;10.7;64;425;6.5;;;;;
2012;6;ANKARA;19;KALECÝK;Buðday (Durum) Kuru;  16 000;  16 000;  3 120;   195;730;11.4;63;400;6.6;;;;;
2012;6;ANKARA;19;KALECÝK;Buðday (Durum) Sulu;;;;   400;730;11.4;63;400;6.6;;;;;
2012;6;ANKARA;19;KALECÝK;Buðday (Diðer) Kuru;  180 000;  180 000;  35 100;   195;730;11.4;63;400;6.6;;;;;
2012;6;ANKARA;19;KALECÝK;Buðday (Diðer) Sulu;   948;   948;   379;   400;730;11.4;63;400;6.6;;;;;
2012;6;ANKARA;20;KAZAN;Buðday (Durum) Kuru;  22 000;  22 000;  5 170;   235;900;11.4;63;405;6.7;;;;;
2012;6;ANKARA;20;KAZAN;Buðday (Durum) Sulu;  5 000;  5 000;  1 425;   285;900;11.4;63;405;6.7;;;;;
2012;6;ANKARA;20;KAZAN;Buðday (Diðer) Kuru;  55 000;  55 000;  13 200;   240;900;11.4;63;405;6.7;;;;;
2012;6;ANKARA;20;KAZAN;Buðday (Diðer) Sulu;  5 000;  5 000;  1 500;   300;900;11.4;63;405;6.7;;;;;
2012;6;ANKARA;21;KIZILCAHAMAM;Buðday (Durum) Kuru;;;;   225;975;9.7;65;445;6.4;;;;;
2012;6;ANKARA;21;KIZILCAHAMAM;Buðday (Durum) Sulu;;;;   300;975;9.7;65;445;6.4;;;;;
2012;6;ANKARA;21;KIZILCAHAMAM;Buðday (Diðer) Kuru;  53 609;  53 609;  12 062;   225;975;9.7;65;445;6.4;;;;;
2012;6;ANKARA;21;KIZILCAHAMAM;Buðday (Diðer) Sulu;   108;   108;   32;   300;975;9.7;65;445;6.4;;;;;
2012;6;ANKARA;22;NALLIHAN;Buðday (Durum) Kuru;   361;   361;   72;   200;625;10.9;63;420;6.6;;;;;
2012;6;ANKARA;22;NALLIHAN;Buðday (Durum) Sulu;;;;   400;625;10.9;63;420;6.6;;;;;
2012;6;ANKARA;22;NALLIHAN;Buðday (Diðer) Kuru;  71 322;  71 322;  14 978;   210;625;10.9;63;420;6.6;;;;;
2012;6;ANKARA;22;NALLIHAN;Buðday (Diðer) Sulu;  9 028;  9 028;  3 611;   400;625;10.9;63;420;6.6;;;;;
2012;6;ANKARA;23;POLATLI;Buðday (Durum) Kuru;  3 611;  3 611;   935;   259;850;11.7;62;410;6.8;;;;;
2012;6;ANKARA;23;POLATLI;Buðday (Durum) Sulu;  5 417;  5 417;  2 086;   385;850;11.7;62;410;6.8;;;;;
2012;6;ANKARA;23;POLATLI;Buðday (Diðer) Kuru; 1 000 000; 1 000 000;  260 000;   260;850;11.7;62;410;6.8;;;;;
2012;6;ANKARA;23;POLATLI;Buðday (Diðer) Sulu;  98 406;  98 406;  39 854;   405;850;11.7;62;410;6.8;;;;;
2012;6;ANKARA;24;ÞEREFLÝKOÇHÝSAR;Buðday (Durum) Kuru;  78 996;  78 996;  15 799;   200;905;11.6;61;400;6.7;;;;;
2012;6;ANKARA;24;ÞEREFLÝKOÇHÝSAR;Buðday (Durum) Sulu;   100;   100;   38;   378;905;11.6;61;400;6.7;;;;;
2012;6;ANKARA;24;ÞEREFLÝKOÇHÝSAR;Buðday (Diðer) Kuru;  87 000;  87 000;  21 750;   250;905;11.6;61;400;6.7;;;;;
2012;6;ANKARA;24;ÞEREFLÝKOÇHÝSAR;Buðday (Diðer) Sulu;   100;   100;   39;   385;905;11.6;61;400;6.7;;;;;
2012;6;ANKARA;25;PURSAKLAR;Buðday (Durum) Kuru;  2 257;  2 257;   537;   238;970;11.0;62;405;6.6;;;;;
2012;6;ANKARA;25;PURSAKLAR;Buðday (Durum) Sulu;;;;   352;970;11.0;62;405;6.6;;;;;
2012;6;ANKARA;25;PURSAKLAR;Buðday (Diðer) Kuru;  30 244;  30 244;  7 259;   240;970;11.0;62;405;6.6;;;;;
2012;6;ANKARA;25;PURSAKLAR;Buðday (Diðer) Sulu;;;;   352;970;11.0;62;405;6.6;;;;;
2012;7;ANTALYA;1;AKSEKÝ;Buðday (Durum) Kuru;;;;   200;1130;14.2;62;900;7.2;;;;;
2012;7;ANTALYA;1;AKSEKÝ;Buðday (Durum) Sulu;;;;   352;1130;14.2;62;900;7.2;;;;;
2012;7;ANTALYA;1;AKSEKÝ;Buðday (Diðer) Kuru;  16 971;  16 971;  3 394;   200;1130;14.2;62;900;7.2;;;;;
2012;7;ANTALYA;1;AKSEKÝ;Buðday (Diðer) Sulu;;;;   352;1130;14.2;62;900;7.2;;;;;
2012;7;ANTALYA;2;ALANYA;Buðday (Durum) Kuru;;;;   170;4;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;2;ALANYA;Buðday (Durum) Sulu;;;;   230;4;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;2;ALANYA;Buðday (Diðer) Kuru;  78 505;  78 505;  13 346;   170;4;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;2;ALANYA;Buðday (Diðer) Sulu;;;;   230;4;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;3;ELMALI;Buðday (Durum) Kuru;  34 000;  34 000;  7 650;   225;1050;14.3;61;1030;7.3;;;;;
2012;7;ANTALYA;3;ELMALI;Buðday (Durum) Sulu;  13 000;  13 000;  4 420;   340;1050;14.3;61;1030;7.3;;;;;
2012;7;ANTALYA;3;ELMALI;Buðday (Diðer) Kuru;  50 000;  50 000;  12 250;   245;1050;14.3;61;1030;7.3;;;;;
2012;7;ANTALYA;3;ELMALI;Buðday (Diðer) Sulu;  35 000;  35 000;  12 600;   360;1050;14.3;61;1030;7.3;;;;;
2012;7;ANTALYA;4;FÝNÝKE;Buðday (Durum) Kuru;;;;   200;3;19.0;65;900;7.9;;;;;
2012;7;ANTALYA;4;FÝNÝKE;Buðday (Durum) Sulu;;;;   350;3;19.0;65;900;7.9;;;;;
2012;7;ANTALYA;4;FÝNÝKE;Buðday (Diðer) Kuru;  9 813;  9 813;  1 963;   200;3;19.0;65;900;7.9;;;;;
2012;7;ANTALYA;4;FÝNÝKE;Buðday (Diðer) Sulu;   ;   ;   ;   350;3;19.0;65;900;7.9;;;;;
2012;7;ANTALYA;5;GAZÝPAÞA;Buðday (Durum) Kuru;;;;   225;29;18.3;64;1100;8.1;;;;;
2012;7;ANTALYA;5;GAZÝPAÞA;Buðday (Durum) Sulu;;;;   360;29;18.3;64;1100;8.1;;;;;
2012;7;ANTALYA;5;GAZÝPAÞA;Buðday (Diðer) Kuru;  37 290;  37 290;  8 390;   225;29;18.3;64;1100;8.1;;;;;
2012;7;ANTALYA;5;GAZÝPAÞA;Buðday (Diðer) Sulu;   ;   ;   ;   360;29;18.3;64;1100;8.1;;;;;
2012;7;ANTALYA;6;GÜNDOÐMUÞ;Buðday (Durum) Kuru;;;;   200;900;14.5;62;950;7.4;;;;;
2012;7;ANTALYA;6;GÜNDOÐMUÞ;Buðday (Durum) Sulu;;;;   310;900;14.5;62;950;7.4;;;;;
2012;7;ANTALYA;6;GÜNDOÐMUÞ;Buðday (Diðer) Kuru;  25 514;  25 514;  5 103;   200;900;14.5;62;950;7.4;;;;;
2012;7;ANTALYA;6;GÜNDOÐMUÞ;Buðday (Diðer) Sulu;;;;   310;900;14.5;62;950;7.4;;;;;
2012;7;ANTALYA;7;ÝBRADI;Buðday (Durum) Kuru;;;;   210;1050;13.8;61;930;7.2;;;;;
2012;7;ANTALYA;7;ÝBRADI;Buðday (Durum) Sulu;;;;   280;1050;13.8;61;930;7.2;;;;;
2012;7;ANTALYA;7;ÝBRADI;Buðday (Diðer) Kuru;  4 023;  4 023;   845;   210;1050;13.8;61;930;7.2;;;;;
2012;7;ANTALYA;7;ÝBRADI;Buðday (Diðer) Sulu;  1 963;  1 963;   550;   280;1050;13.8;61;930;7.2;;;;;
2012;7;ANTALYA;8;DEMRE;Buðday (Durum) Kuru;;;;   125;7;18.5;65;1000;7.8;;;;;
2012;7;ANTALYA;8;DEMRE;Buðday (Durum) Sulu;;;;   350;7;18.5;65;1000;7.8;;;;;
2012;7;ANTALYA;8;DEMRE;Buðday (Diðer) Kuru;  9 686;  9 686;  1 211;   125;7;18.5;65;1000;7.8;;;;;
2012;7;ANTALYA;8;DEMRE;Buðday (Diðer) Sulu;   ;   ;   ;   350;7;18.5;65;1000;7.8;;;;;
2012;7;ANTALYA;9;KAÞ;Buðday (Durum) Kuru;   ;   ;   ;   200;50;19.1;64;1050;8.0;;;;;
2012;7;ANTALYA;9;KAÞ;Buðday (Durum) Sulu;   ;   ;   ;   350;50;19.1;64;1050;8.0;;;;;
2012;7;ANTALYA;9;KAÞ;Buðday (Diðer) Kuru;  41 706;  41 706;  8 925;   214;50;19.1;64;1050;8.0;;;;;
2012;7;ANTALYA;9;KAÞ;Buðday (Diðer) Sulu;   ;   ;   ;   350;50;19.1;64;1050;8.0;;;;;
2012;7;ANTALYA;10;KEMER;Buðday (Durum) Kuru;;;;   250;8;19.4;66;1000;8.1;;;;;
2012;7;ANTALYA;10;KEMER;Buðday (Durum) Sulu;;;;   350;8;19.4;66;1000;8.1;;;;;
2012;7;ANTALYA;10;KEMER;Buðday (Diðer) Kuru;  1 729;  1 729;   432;   250;8;19.4;66;1000;8.1;;;;;
2012;7;ANTALYA;10;KEMER;Buðday (Diðer) Sulu;   ;   ;   ;   350;8;19.4;66;1000;8.1;;;;;
2012;7;ANTALYA;11;KORKUTELÝ;Buðday (Durum) Kuru;  73 000;  73 000;  12 775;   175;1020;14.2;62;930;7.2;;;;;
2012;7;ANTALYA;11;KORKUTELÝ;Buðday (Durum) Sulu;  25 000;  25 000;  8 375;   335;1020;14.2;62;930;7.2;;;;;
2012;7;ANTALYA;11;KORKUTELÝ;Buðday (Diðer) Kuru;  225 000;  225 000;  40 500;   180;1020;14.2;62;930;7.2;;;;;
2012;7;ANTALYA;11;KORKUTELÝ;Buðday (Diðer) Sulu;  37 000;  37 000;  12 950;   350;1020;14.2;62;930;7.2;;;;;
2012;7;ANTALYA;12;KUMLUCA;Buðday (Durum) Kuru;;;;   225;20;18.6;65;980;7.9;;;;;
2012;7;ANTALYA;12;KUMLUCA;Buðday (Durum) Sulu;;;;   350;20;18.6;65;980;7.9;;;;;
2012;7;ANTALYA;12;KUMLUCA;Buðday (Diðer) Kuru;  27 477;  27 477;  6 182;   225;20;18.6;65;980;7.9;;;;;
2012;7;ANTALYA;12;KUMLUCA;Buðday (Diðer) Sulu;   ;   ;   ;   350;20;18.6;65;980;7.9;;;;;
2012;7;ANTALYA;13;MANAVGAT;Buðday (Durum) Kuru;;;;   230;20;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;13;MANAVGAT;Buðday (Durum) Sulu;;;;   400;20;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;13;MANAVGAT;Buðday (Diðer) Kuru;  60 842;  60 842;  13 994;   230;20;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;13;MANAVGAT;Buðday (Diðer) Sulu;  31 402;  31 402;  12 561;   400;20;19.2;66;1060;8.0;;;;;
2012;7;ANTALYA;14;SERÝK;Buðday (Durum) Kuru;;;;   250;36;18.8;64;980;7.8;;;;;
2012;7;ANTALYA;14;SERÝK;Buðday (Durum) Sulu;;;;   420;36;18.8;64;980;7.8;;;;;
2012;7;ANTALYA;14;SERÝK;Buðday (Diðer) Kuru;  38 271;  38 271;  9 568;   250;36;18.8;64;980;7.8;;;;;
2012;7;ANTALYA;14;SERÝK;Buðday (Diðer) Sulu;  66 729;  66 729;  28 026;   420;36;18.8;64;980;7.8;;;;;
2012;7;ANTALYA;15;AKSU;Buðday (Durum) Kuru;;;;   250;50;18.1;64;1050;7.6;;;;;
2012;7;ANTALYA;15;AKSU;Buðday (Durum) Sulu;;;;   400;50;18.1;64;1050;7.6;;;;;
2012;7;ANTALYA;15;AKSU;Buðday (Diðer) Kuru;   736;   736;   184;   250;50;18.1;64;1050;7.6;;;;;
2012;7;ANTALYA;15;AKSU;Buðday (Diðer) Sulu;  39 584;  39 584;  15 834;   400;50;18.1;64;1050;7.6;;;;;
2012;7;ANTALYA;16;DÖÞEMEALTI;Buðday (Durum) Kuru;;;;   300;300;17.1;63;850;7.5;;;;;
2012;7;ANTALYA;16;DÖÞEMEALTI;Buðday (Durum) Sulu;;;;   400;300;17.1;63;850;7.5;;;;;
2012;7;ANTALYA;16;DÖÞEMEALTI;Buðday (Diðer) Kuru;  20 411;  20 411;  6 123;   300;300;17.1;63;850;7.5;;;;;
2012;7;ANTALYA;16;DÖÞEMEALTI;Buðday (Diðer) Sulu;  10 794;  10 794;  4 318;   400;300;17.1;63;850;7.5;;;;;
2012;7;ANTALYA;17;KEPEZ;Buðday (Durum) Kuru;;;;   230;120;19.2;65;850;7.9;;;;;
2012;7;ANTALYA;17;KEPEZ;Buðday (Durum) Sulu;;;;   400;120;19.2;65;850;7.9;;;;;
